actual,predicted
177.82179260253906,124.64828022300291
174.78805541992188,124.64828022300291
172.71597290039062,124.64828022300291
174.23284912109375,124.64828022300291
173.50909423828125,124.64828022300291
176.4437255859375,124.64828022300291
177.53431701660156,124.64828022300291
173.9849853515625,124.64828022300291
172.4383544921875,124.64828022300291
173.29098510742188,124.64828022300291
174.5699462890625,124.64828022300291
170.4852752685547,124.64828022300291
168.9683837890625,124.64828022300291
169.22616577148438,124.64828022300291
169.74169921875,124.64828022300291
172.25991821289062,124.64828022300291
170.92147827148438,124.64828022300291
172.17068481445312,124.64828022300291
173.4099578857422,124.64828022300291
175.9678497314453,124.64828022300291
177.45498657226562,124.64828022300291
176.860107421875,124.64828022300291
178.25804138183594,124.64828022300291
179.1602020263672,124.64828022300291
177.31619262695312,124.64828022300291
177.1873016357422,124.64828022300291
175.6307373046875,124.64828022300291
174.3319854736328,124.64828022300291
173.9552459716797,124.64828022300291
171.39739990234375,124.64828022300291
171.51634216308594,124.64828022300291
171.9525909423828,124.64828022300291
169.63267517089844,124.64828022300291
165.458740234375,124.64828022300291
166.77732849121094,124.64828022300291
168.82957458496094,124.64828022300291
169.3054656982422,124.64828022300291
172.47802734375,124.64828022300291
176.04714965820312,124.64828022300291
175.1350555419922,124.64828022300291
177.6929168701172,124.64828022300291
180.26071166992188,124.64828022300291
181.32154846191406,124.64828022300291
180.8456573486328,124.64828022300291
185.0448760986328,124.64828022300291
183.45651245117188,124.64828022300291
186.07733154296875,124.64828022300291
186.64317321777344,124.64828022300291
188.3308563232422,124.64828022300291
188.3109588623047,124.64828022300291
190.05816650390625,124.64828022300291
189.2540740966797,124.64828022300291
189.919189453125,124.64828022300291
188.58892822265625,124.64828022300291
188.41024780273438,124.64828022300291
189.0157928466797,124.64828022300291
187.99330139160156,124.64828022300291
188.569091796875,124.64828022300291
189.84970092773438,124.64828022300291
188.05287170410156,124.64828022300291
192.01385498046875,124.64828022300291
190.92185974121094,124.64828022300291
192.85769653320312,124.64828022300291
194.28721618652344,124.64828022300291
191.77560424804688,124.64828022300291
193.29449462890625,124.64828022300291
196.52085876464844,124.64828022300291
196.66976928710938,124.64828022300291
196.13368225097656,124.64828022300291
194.46591186523438,124.64828022300291
195.50827026367188,124.64828022300291
193.41360473632812,124.64828022300291
193.2646942138672,124.64828022300291
192.19253540039062,124.64828022300291
191.6465606689453,124.64828022300291
191.74581909179688,124.64828022300291
192.17271423339844,124.64828022300291
191.1303253173828,124.64828022300291
184.29042053222656,124.64828022300291
182.9105224609375,124.64828022300291
180.58755493164062,124.64828022300291
179.86285400390625,124.64828022300291
184.21099853515625,124.64828022300291
183.79405212402344,124.64828022300291
184.83641052246094,124.64828022300291
184.24078369140625,124.64828022300291
184.56837463378906,124.64828022300291
182.29505920410156,124.64828022300291
181.35194396972656,124.64828022300291
187.2586669921875,124.64828022300291
190.16737365722656,124.64828022300291
192.48043823242188,124.64828022300291
193.7610626220703,124.64828022300291
193.08599853515625,124.64828022300291
192.75840759277344,124.64828022300291
191.0211181640625,124.64828022300291
190.33612060546875,124.64828022300291
186.6729736328125,124.64828022300291
183.0594482421875,124.64828022300291
185.50157165527344,124.64828022300291
184.49888610839844,124.64828022300291
186.3155975341797,124.64828022300291
187.92381286621094,124.64828022300291
188.03298950195312,124.64828022300291
186.95095825195312,124.64828022300291
187.71632385253906,124.64828022300291
186.02651977539062,124.64828022300291
183.92916870117188,124.64828022300291
183.0445098876953,124.64828022300291
182.75625610351562,124.64828022300291
181.21554565429688,124.64828022300291
180.47006225585938,124.64828022300291
181.2255401611328,124.64828022300291
183.26319885253906,124.64828022300291
181.42431640625,124.64828022300291
180.07247924804688,124.64828022300291
181.53363037109375,124.64828022300291
180.33090209960938,124.64828022300291
179.66493225097656,124.64828022300291
178.58148193359375,124.64828022300291
174.04885864257812,124.64828022300291
169.0987548828125,124.64828022300291
168.104736328125,124.64828022300291
167.9854736328125,124.64828022300291
169.70506286621094,124.64828022300291
171.71295166015625,124.64828022300291
172.19007873535156,124.64828022300291
170.10267639160156,124.64828022300291
171.96145629882812,124.64828022300291
171.58372497558594,124.64828022300291
172.67713928222656,124.64828022300291
175.02297973632812,124.64828022300291
177.59742736816406,124.64828022300291
170.34124755859375,124.64828022300291
171.24578857421875,124.64828022300291
169.82437133789062,124.64828022300291
168.6912078857422,124.64828022300291
172.26959228515625,124.64828022300291
170.45057678222656,124.64828022300291
169.00927734375,124.64828022300291
167.826416015625,124.64828022300291
168.63156127929688,124.64828022300291
167.8065643310547,124.64828022300291
168.56198120117188,124.64828022300291
167.43878173828125,124.64828022300291
168.6514434814453,124.64828022300291
166.7727813720703,124.64828022300291
173.9892120361328,124.64828022300291
175.4901580810547,124.64828022300291
171.65330505371094,124.64828022300291
168.36317443847656,124.64828022300291
166.99147033691406,124.64828022300291
166.0372314453125,124.64828022300291
164.00949096679688,124.64828022300291
164.8444366455078,124.64828022300291
165.8980712890625,124.64828022300291
168.00535583496094,124.64828022300291
168.87013244628906,124.64828022300291
168.28366088867188,124.64828022300291
172.45843505859375,124.64828022300291
169.3074951171875,124.64828022300291
168.28366088867188,124.64828022300291
171.99127197265625,124.64828022300291
182.27915954589844,124.64828022300291
180.61917114257812,124.64828022300291
181.30502319335938,124.64828022300291
181.6429901123047,124.64828022300291
183.46202087402344,124.64828022300291
182.1979217529297,124.64828022300291
185.4128875732422,124.64828022300291
186.55751037597656,124.64828022300291
188.83688354492188,124.64828022300291
188.95631408691406,124.64828022300291
188.9861602783203,124.64828022300291
190.15072631835938,124.64828022300291
191.4546356201172,124.64828022300291
190.01136779785156,124.64828022300291
186.0100860595703,124.64828022300291
189.0956573486328,124.64828022300291
189.10562133789062,124.64828022300291
189.4042205810547,124.64828022300291
190.39956665039062,124.64828022300291
191.3551025390625,124.64828022300291
193.12681579589844,124.64828022300291
193.44532775878906,124.64828022300291
194.95823669433594,124.64828022300291
193.57470703125,124.64828022300291
195.97349548339844,124.64828022300291
192.22103881835938,124.64828022300291
206.18572998046875,124.64828022300291
212.0782012939453,124.64828022300291
213.24273681640625,124.64828022300291
211.50086975097656,124.64828022300291
215.6614227294922,124.64828022300291
213.29248046875,124.64828022300291
208.70396423339844,124.64828022300291
206.52415466308594,124.64828022300291
207.17112731933594,124.64828022300291
208.0968017578125,124.64828022300291
212.25733947753906,124.64828022300291
213.1033935546875,124.64828022300291
209.6395721435547,124.64828022300291
215.7410430908203,124.64828022300291
219.24465942382812,124.64828022300291
220.51870727539062,124.64828022300291
225.2864227294922,124.64828022300291
226.75953674316406,124.64828022300291
227.61550903320312,124.64828022300291
231.8955078125,124.64828022300291
226.5106964111328,124.64828022300291
229.4668426513672,124.64828022300291
233.3088836669922,124.64828022300291
233.72695922851562,124.64828022300291
227.81460571289062,124.64828022300291
223.13645935058594,124.64828022300291
223.26585388183594,124.64828022300291
222.91751098632812,124.64828022300291
223.96258544921875,124.64828022300291
217.522705078125,124.64828022300291
216.4776153564453,124.64828022300291
216.94541931152344,124.64828022300291
217.22412109375,124.64828022300291
217.78152465820312,124.64828022300291
221.04623413085938,124.64828022300291
217.34356689453125,124.64828022300291
218.83657836914062,124.64828022300291
208.29586791992188,124.64828022300291
206.26535034179688,124.64828022300291
208.84332275390625,124.64828022300291
212.3170623779297,124.64828022300291
215.23342895507812,124.64828022300291
216.76803588867188,124.64828022300291
220.49493408203125,124.64828022300291
220.943359375,124.64828022300291
223.93284606933594,124.64828022300291
225.25819396972656,124.64828022300291
225.09873962402344,124.64828022300291
225.71656799316406,124.64828022300291
225.60696411132812,124.64828022300291
223.74351501464844,124.64828022300291
226.04542541503906,124.64828022300291
226.3842315673828,124.64828022300291
227.23126220703125,124.64828022300291
225.6966552734375,124.64828022300291
228.98507690429688,124.64828022300291
228.19784545898438,124.64828022300291
221.9896697998047,124.64828022300291
220.07640075683594,124.64828022300291
221.60104370117188,124.64828022300291
220.0465087890625,124.64828022300291
220.13619995117188,124.64828022300291
219.3389892578125,124.64828022300291
221.88006591796875,124.64828022300291
221.9896697998047,124.64828022300291
221.7206268310547,124.64828022300291
215.56228637695312,124.64828022300291
216.03060913085938,124.64828022300291
219.91697692871094,124.64828022300291
228.0683135986328,124.64828022300291
227.40065002441406,124.64828022300291
225.67672729492188,124.64828022300291
226.57354736328125,124.64828022300291
225.57705688476562,124.64828022300291
226.72303771972656,124.64828022300291
226.99208068847656,124.64828022300291
232.18385314941406,124.64828022300291
225.41763305664062,124.64828022300291
225.98562622070312,124.64828022300291
224.8795166015625,124.64828022300291
226.00555419921875,124.64828022300291
220.91346740722656,124.64828022300291
224.97918701171875,124.64828022300291
228.73594665527344,124.64828022300291
228.23770141601562,124.64828022300291
226.75294494628906,124.64828022300291
230.48980712890625,124.64828022300291
233.03086853027344,124.64828022300291
230.96810913085938,124.64828022300291
231.33682250976562,124.64828022300291
234.1768341064453,124.64828022300291
235.65164184570312,124.64828022300291
235.03382873535156,124.64828022300291
229.95169067382812,124.64828022300291
229.76235961914062,124.64828022300291
230.59942626953125,124.64828022300291
232.5824432373047,124.64828022300291
232.85150146484375,124.64828022300291
229.29400634765625,124.64828022300291
225.11868286132812,124.64828022300291
222.12918090820312,124.64828022300291
221.23233032226562,124.64828022300291
222.66729736328125,124.64828022300291
221.93984985351562,124.64828022300291
226.6831817626953,124.64828022300291
226.41383361816406,124.64828022300291
223.69039916992188,124.64828022300291
223.69039916992188,124.64828022300291
224.5782470703125,124.64828022300291
227.67079162597656,124.64828022300291
224.4585418701172,124.64828022300291
227.4712677001953,124.64828022300291
227.73065185546875,124.64828022300291
228.44891357421875,124.64828022300291
227.97007751464844,124.64828022300291
229.3168182373047,124.64828022300291
232.30960083007812,124.64828022300291
234.49432373046875,124.64828022300291
234.36463928222656,124.64828022300291
236.7588653564453,124.64828022300291
239.013427734375,124.64828022300291
242.06607055664062,124.64828022300291
242.42520141601562,124.64828022300291
242.4551239013672,124.64828022300291
242.25559997558594,124.64828022300291
246.1562042236328,124.64828022300291
247.1737518310547,124.64828022300291
245.89683532714844,124.64828022300291
247.36329650878906,124.64828022300291
247.5328826904297,124.64828022300291
250.43588256835938,124.64828022300291
252.8699951171875,124.64828022300291
247.4530792236328,124.64828022300291
249.1888885498047,124.64828022300291
253.87759399414062,124.64828022300291
254.6557159423828,124.64828022300291
257.57867431640625,124.64828022300291
258.39666748046875,124.64828022300291
254.9749298095703,124.64828022300291
251.59307861328125,124.64828022300291
